customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent,outlier_age,outlier_purchase_quantity,outlier_price_per_unit,outlier_total_spent,missing_customer_info,missing_date_flag,check
1751,robert greer,56.0,north ryan,171,organic apples,snack,2024-10-09,2.0,14.68,29.36,False,False,False,False,False,False,True
1752,james floyd,46.0,west craigborough,117,kale,snack,2024-10-01,1.0,7.24,7.24,False,False,False,False,False,False,True
1753,marie scott,28.0,hansenmouth,107,almond butter,snack,2024-10-27,2.0,12.81,25.62,False,False,False,False,False,False,True
1754,william johnson,48.0,south greg,184,organic apples,organic,2024-07-08,3.0,2.26,6.779999999999999,False,False,False,False,False,False,True
1755,catherine alvarez,73.0,port patrick,155,almond butter,vegetable,2024-06-11,2.0,8.98,17.96,False,False,False,False,False,False,True
1756,pamela williams,28.0,bradleychester,139,almond butter,vegetable,2024-06-13,1.0,5.21,5.21,False,False,False,False,False,False,True
1757,jessica haley,31.0,north jeffrey,142,kale,dairy,2024-05-10,2.0,6.82,13.64,False,False,False,False,False,False,True
1758,sarah burnett,63.0,new john,129,fresh milk,organic,2024-05-04,2.0,9.39,18.78,False,False,False,False,False,False,True
1759,charles thomas,36.0,south jodi,114,granola,vegetable,2024-09-02,1.0,12.07,12.07,False,False,False,False,False,False,True
1760,melissa mcdonald,64.0,grossside,151,granola,snack,2024-07-17,4.0,14.02,56.08,False,False,False,False,False,False,True
1761,jennifer hardy,58.0,lisaland,113,almond butter,organic,2024-08-07,153.0,2.91,445.23,False,True,False,True,False,False,True
1763,alexander hernandez,41.0,mejiabury,121,kale,organic,2024-05-25,4.0,13.32,53.28,False,False,False,False,False,False,True
1764,elizabeth harris,52.0,south virginiaburgh,188,organic apples,vegetable,2024-03-04,4.0,1.07,4.28,False,False,False,False,False,False,True
1765,amanda shea,64.0,christopherfurt,187,tofu,snack,2024-05-16,4.0,5.44,21.76,False,False,False,False,False,False,True
1767,dennis lyons,67.0,carolview,149,granola,organic,2024-07-08,3.0,7.57,22.71,False,False,False,False,False,False,True
1768,kimberly herman,76.0,port alexander,125,almond butter,dairy,2024-06-15,3.0,15.38,46.14,False,False,False,False,False,False,True
1769,michael hughes,72.0,east shariland,113,tofu,vegetable,2024-01-08,4.0,10.22,40.88,False,False,False,False,False,False,True
1770,sarah wagner,50.0,jessicafurt,104,almond butter,dairy,2024-10-13,2.0,15.79,31.58,False,False,False,False,False,False,True
1771,nathan martinez,22.0,patrickhaven,102,kale,snack,2024-03-09,2.0,17.05,34.1,False,False,False,False,False,False,True
1772,raymond crosby,46.0,port brian,182,almond butter,vegetable,2024-09-22,1.0,13.35,13.35,False,False,False,False,False,False,True
1773,peter greene,50.0,west heather,154,kale,dairy,2024-10-25,2.0,14.46,28.92,False,False,False,False,False,False,True
1775,patrick mcgrath,48.0,tammyborough,154,organic apples,vegetable,2024-07-30,2.0,9.04,18.08,False,False,False,False,False,False,True
1777,zachary smith,48.0,new josephborough,181,kale,vegetable,2024-04-16,2.0,13.6,27.2,False,False,False,False,False,False,True
1778,matthew cisneros,69.0,lake amanda,137,tofu,dairy,2024-05-31,1.0,13.03,13.03,False,False,False,False,False,False,True
1779,brian sanchez,78.0,west audreymouth,176,kale,vegetable,2024-03-06,3.0,4.38,13.14,False,False,False,False,False,False,True
1780,melissa evans,36.0,west keithton,144,granola,dairy,2024-09-20,3.0,6.09,18.27,False,False,False,False,False,False,True
1781,ashley ellis,24.0,hughesborough,156,fresh milk,vegetable,2024-09-09,3.0,7.98,23.94,False,False,False,False,False,False,True
1782,april baldwin,62.0,evanborough,162,organic apples,vegetable,2024-04-13,3.0,2.98,8.94,False,False,False,False,False,False,True
1783,dawn brewer,34.0,west ronaldburgh,128,organic apples,snack,2024-04-12,4.0,7.13,28.52,False,False,False,False,False,False,True
1784,sara moore,69.0,munozview,190,organic apples,snack,2024-04-25,1.0,2.43,2.43,False,False,False,False,False,False,True
1785,anthony adams,25.0,new nicholas,170,kale,snack,2024-05-11,2.0,6.52,13.04,False,False,False,False,False,False,True
1787,jessica curtis,21.0,port kelliland,129,granola,snack,2024-08-31,2.0,16.01,32.02,False,False,False,False,False,False,True
1788,kelly higgins,37.0,conwaymouth,129,granola,snack,2024-07-05,3.0,6.75,20.25,False,False,False,False,False,False,True
1790,christina walker,49.0,johnport,191,organic apples,vegetable,2024-04-11,1.0,14.49,14.49,False,False,False,False,False,False,True
1791,james young,31.0,south kelly,179,fresh milk,snack,2024-11-04,1.0,5.88,5.88,False,False,False,False,False,False,True
1792,rebecca anderson,40.0,timbthymouth,103,organic apples,dairy,2024-08-30,2.0,2.0,4.0,False,False,False,False,False,False,True
1793,robert hill,72.0,port april,153,almond butter,vegetable,2024-07-02,1.0,8.67,8.67,False,False,False,False,False,False,True
1795,jodi stout,24.0,vazquezberg,165,organic apples,organic,2024-07-16,1.0,10.23,10.23,False,False,False,False,False,False,True
1796,justin tucker,33.0,leeview,141,tofu,organic,2024-07-19,4.0,9.31,37.24,False,False,False,False,False,False,True
1797,cheryl williams,20.0,port thomas,172,organic apples,dairy,2024-08-01,3.0,10.63,31.89,False,False,False,False,False,False,True
1798,dawn davis,23.0,east robertfurt,130,granola,vegetable,2024-05-06,4.0,6.11,24.44,False,False,False,False,False,False,True
1799,carolyn bailey,19.0,monicahaven,181,organic apples,snack,2024-05-21,1.0,1.22,1.22,False,False,False,False,False,False,True
1800,andrew allen,25.0,port marie,196,fresh milk,snack,2024-07-28,4.0,12.85,51.4,False,False,False,False,False,False,True
1801,ashley smith,74.0,south gregoryshire,166,tofu,dairy,2024-02-17,3.0,4.85,14.55,False,False,False,False,False,False,True
1802,cheyenne dillon,54.0,frybmouth,130,organic apples,dairy,2024-05-20,4.0,14.9,59.6,False,False,False,False,False,False,True
1803,bernard brown,21.0,lake katherineshire,173,almond butter,organic,2024-01-10,2.0,19.72,39.44,False,False,False,False,False,False,True
1804,james miller,42.0,north danielle,165,organic apples,dairy,2024-03-26,1.0,12.38,12.38,False,False,False,False,False,False,True
1805,jennifer simpson,78.0,phamview,142,tofu,vegetable,2024-09-02,1.0,15.25,15.25,False,False,False,False,False,False,True
1806,shawn gray,52.0,east amytown,188,almond butter,dairy,2024-03-04,4.0,4.15,16.6,False,False,False,False,False,False,True
1807,robert reyes,69.0,whiteland,126,granola,vegetable,2024-03-15,4.0,11.88,47.52,False,False,False,False,False,False,True
1808,alfred young,29.0,batesmouth,126,granola,snack,2024-02-25,4.0,5.85,23.4,False,False,False,False,False,False,True
1809,mary munoz,72.0,annstad,160,tofu,snack,2024-06-12,1.0,17.38,17.38,False,False,False,False,False,False,True
1810,patricia ballard,26.0,east cheryl,126,tofu,snack,2024-10-20,4.0,19.07,76.28,False,False,False,False,False,False,True
1811,james wu,18.0,lindsayfurt,182,granola,snack,2024-08-07,3.0,11.55,34.650000000000006,False,False,False,False,False,False,True
1812,shannon powell,73.0,port kelsey,136,fresh milk,dairy,2024-07-08,1.0,177.31,177.31,False,False,True,True,False,False,True
1813,tyler tate,18.0,johnhaven,162,granola,dairy,2024-03-13,3.0,2.83,8.49,False,False,False,False,False,False,True
1814,taylor smith,61.0,new johntown,145,almond butter,organic,2024-08-05,1.0,2.55,2.55,False,False,False,False,False,False,True
1815,willie williams,39.0,east christine,131,granola,organic,2024-09-07,2.0,5.73,11.46,False,False,False,False,False,False,True
1816,jill cole,64.0,benjamintown,101,organic apples,dairy,2024-09-09,2.0,16.33,32.66,False,False,False,False,False,False,True
1817,kaitlyn garrison md,53.0,new aaron,100,granola,snack,2024-09-18,3.0,8.02,24.06,False,False,False,False,False,False,True
1818,donald pierce,54.0,timothychester,179,organic apples,dairy,2024-10-05,2.0,1.69,3.38,False,False,False,False,False,False,True
1819,rachel porter,75.0,wellshaven,194,tofu,organic,2024-02-06,2.0,19.12,38.24,False,False,False,False,False,False,True
1820,bryan chung,63.0,east walter,108,fresh milk,organic,2024-03-17,1.0,5.43,5.43,False,False,False,False,False,False,True
1821,kathy poole,73.0,lake alyssa,189,kale,organic,2024-10-03,4.0,443.01,1772.04,False,False,True,True,False,False,True
1822,tiffany medina,69.0,sanchezland,116,almond butter,snack,2024-07-19,3.0,13.67,41.01,False,False,False,False,False,False,True
1823,lori bishop,39.0,jaredport,109,organic apples,organic,2024-08-01,3.0,14.06,42.18,False,False,False,False,False,False,True
1824,jose allen,65.0,ryanland,126,kale,organic,2024-05-03,4.0,18.73,74.92,False,False,False,False,False,False,True
1825,gary miller,42.0,juanmouth,126,granola,vegetable,2024-10-07,1.0,6.29,6.29,False,False,False,False,False,False,True
1826,brianna reeves,32.0,port shannonton,168,organic apples,snack,2024-02-13,3.0,15.0,45.0,False,False,False,False,False,False,True
1827,katherine garza,32.0,south emilyton,103,granola,dairy,2024-11-01,4.0,18.49,73.96,False,False,False,False,False,False,True
1828,meghan gonzales,41.0,north darren,122,granola,dairy,2024-06-12,4.0,6.05,24.2,False,False,False,False,False,False,True
1829,joanne smith,69.0,saramouth,101,almond butter,organic,2024-07-04,1.0,16.63,16.63,False,False,False,False,False,False,True
1830,candice brady,70.0,new benjaminfort,140,kale,dairy,2024-01-23,1.0,12.65,12.65,False,False,False,False,False,False,True
1832,brian newton,43.0,justinshire,144,organic apples,organic,2024-08-18,4.0,16.41,65.64,False,False,False,False,False,False,True
1833,cindy berger,41.0,hallmouth,117,kale,snack,2024-03-28,3.0,13.7,41.1,False,False,False,False,False,False,True
1834,mark sparks,76.0,east chadfort,151,almond butter,vegetable,2024-01-13,2.0,18.22,36.44,False,False,False,False,False,False,True
1835,paige franklin,38.0,west markton,176,organic apples,snack,2024-09-23,3.0,12.89,38.67,False,False,False,False,False,False,True
1836,andrew dennis,70.0,stricklandburgh,116,fresh milk,vegetable,2024-01-15,3.0,14.9,44.7,False,False,False,False,False,False,True
1837,joshua simpson,48.0,west brian,199,organic apples,vegetable,2024-03-18,3.0,4.12,12.36,False,False,False,False,False,False,True
1838,scott hughes,65.0,west toddland,109,kale,organic,2024-07-10,4.0,5.91,23.64,False,False,False,False,False,False,True
1839,erik robinson,22.0,dicuersonton,147,granola,organic,2024-02-22,4.0,12.46,49.84,False,False,False,False,False,False,True
1840,rebecca gibson,63.0,moniqueton,131,almond butter,snack,2024-06-10,1.0,13.58,13.58,False,False,False,False,False,False,True
1841,kevin richmond,19.0,blankenshipmouth,143,almond butter,vegetable,2024-09-05,4.0,15.12,60.48,False,False,False,False,False,False,True
1842,patricia perez,67.0,haneyview,108,kale,dairy,2024-10-12,4.0,15.34,61.36,False,False,False,False,False,False,True
1843,jason strickland,68.0,danielfort,101,organic apples,snack,2024-03-19,4.0,15.59,62.36,False,False,False,False,False,False,True
1844,elizabeth lopez,59.0,gilesburgh,148,fresh milk,dairy,2024-01-02,2.0,12.32,24.64,False,False,False,False,False,False,True
1845,elizabeth lutz,57.0,port christianburgh,143,tofu,snack,2024-08-10,2.0,17.79,35.58,False,False,False,False,False,False,True
1846,bryan english,42.0,west rebeccahaven,171,organic apples,vegetable,2024-04-21,1.0,4.84,4.84,False,False,False,False,False,False,True
1847,tonya moreno,36.0,lake brittanyborough,149,organic apples,organic,2024-02-19,3.0,13.28,39.84,False,False,False,False,False,False,True
1848,cheryl marshall,20.0,lisamouth,168,almond butter,organic,2024-02-08,3.0,10.61,31.83,False,False,False,False,False,False,True
1849,jennifer reed,40.0,garzafort,160,fresh milk,organic,2024-08-07,2.0,8.78,17.56,False,False,False,False,False,False,True
1850,michele preston,37.0,larsonmouth,149,granola,snack,2024-04-04,2.0,3.96,7.92,False,False,False,False,False,False,True
1851,lawrence wilson,52.0,evansmouth,161,fresh milk,snack,2024-10-10,1.0,8.15,8.15,False,False,False,False,False,False,True
1852,matthew williams,57.0,west amyhaven,138,almond butter,vegetable,2024-08-17,3.0,2.0,6.0,False,False,False,False,False,False,True
1853,larry roberts,53.0,lake kevin,197,tofu,vegetable,2024-08-07,1.0,128.29,128.29,False,False,True,True,False,False,True
1854,whitney wilson,30.0,west bruceport,188,organic apples,snack,2024-09-28,2.0,6.19,12.38,False,False,False,False,False,False,True
1855,rachel bennett,67.0,lake cherylstad,162,fresh milk,organic,2024-09-26,3.0,2.66,7.98,False,False,False,False,False,False,True
1856,cameron lowe,39.0,wardhaven,196,granola,vegetable,2024-10-11,2.0,18.37,36.74,False,False,False,False,False,False,True
1857,zachary thompson,39.0,port megan,137,fresh milk,dairy,2024-07-10,1.0,9.9,9.9,False,False,False,False,False,False,True
1858,patrick white,54.0,amandaland,112,almond butter,dairy,2024-02-24,1.0,13.54,13.54,False,False,False,False,False,False,True
1859,william stewart,69.0,east melissahaven,195,kale,vegetable,2024-01-26,1.0,12.47,12.47,False,False,False,False,False,False,True
1860,jessica garcia,50.0,east cheryl,158,almond butter,vegetable,2024-06-27,4.0,8.65,34.6,False,False,False,False,False,False,True
1861,paige riley,43.0,clarkborough,117,organic apples,snack,2024-04-28,4.0,17.84,71.36,False,False,False,False,False,False,True
1862,brenda hughes,68.0,south christinafort,119,kale,organic,2024-08-15,3.0,4.24,12.72,False,False,False,False,False,False,True
1864,samantha spencer,54.0,leberg,149,tofu,vegetable,2024-01-01,1.0,19.13,19.13,False,False,False,False,False,False,True
1865,beverly torres,50.0,doyletown,103,granola,dairy,2024-04-08,4.0,2.5,10.0,False,False,False,False,False,False,True
1866,penny villa,36.0,port hannah,158,kale,dairy,2024-01-10,1.0,5.66,5.66,False,False,False,False,False,False,True
1867,brian avila,43.0,thomasview,137,kale,snack,2024-07-21,3.0,12.5,37.5,False,False,False,False,False,False,True
1868,michael duncan,69.0,jenkinshaven,129,organic apples,vegetable,2024-06-05,1.0,17.92,17.92,False,False,False,False,False,False,True
1869,paula williams,60.0,port maria,143,almond butter,vegetable,2024-04-27,2.0,5.38,10.76,False,False,False,False,False,False,True
1871,nicholas martinez,64.0,east danielle,101,tofu,snack,2024-10-21,4.0,16.48,65.92,False,False,False,False,False,False,True
1872,julie adams,29.0,richardsonport,168,fresh milk,vegetable,2024-10-15,4.0,15.37,61.48,False,False,False,False,False,False,True
1873,kevin ortiz,51.0,carlosberg,177,granola,snack,2024-03-17,3.0,9.64,28.92,False,False,False,False,False,False,True
1875,jennifer webster,48.0,brycemouth,192,fresh milk,vegetable,2024-05-08,4.0,17.14,68.56,False,False,False,False,False,False,True
1876,isaac tanner,69.0,larsonchester,124,granola,dairy,2024-10-08,1.0,16.19,16.19,False,False,False,False,False,False,True
1877,todd montoya,60.0,new hannah,159,almond butter,dairy,2024-06-04,2.0,11.65,23.3,False,False,False,False,False,False,True
1878,anthony shaw,19.0,joshuamouth,137,fresh milk,organic,2024-10-08,3.0,9.06,27.18,False,False,False,False,False,False,True
1879,diana johnson,57.0,new patrickview,155,organic apples,organic,2024-02-04,4.0,19.06,76.24,False,False,False,False,False,False,True
1880,evelyn flores,60.0,jamesland,153,organic apples,dairy,2024-08-26,2.0,14.11,28.22,False,False,False,False,False,False,True
1881,derek brown,75.0,west paulburgh,155,granola,dairy,2024-11-07,4.0,6.17,24.68,False,False,False,False,False,False,True
1882,katrina weber,56.0,west evan,110,tofu,snack,2024-03-07,1.0,17.78,17.78,False,False,False,False,False,False,True
1883,bruce mosley,25.0,mannport,123,organic apples,organic,2024-02-27,2.0,10.64,21.28,False,False,False,False,False,False,True
1884,richard collins,43.0,south bradleyview,193,organic apples,snack,2024-10-07,3.0,3.49,10.47,False,False,False,False,False,False,True
1885,carrie knox,72.0,north andreashire,194,organic apples,organic,2024-08-07,1.0,14.21,14.21,False,False,False,False,False,False,True
1886,megan lopez,21.0,vargasbury,184,tofu,vegetable,2024-08-10,4.0,12.6,50.4,False,False,False,False,False,False,True
1887,randy ferguson,25.0,north brittanyport,130,kale,organic,2024-04-23,4.0,9.43,37.72,False,False,False,False,False,False,True
1888,ronald weeks,45.0,dawnland,143,granola,organic,2024-07-15,2.0,5.82,11.64,False,False,False,False,False,False,True
1889,aaron cox,51.0,west keithland,124,fresh milk,vegetable,2024-10-16,3.0,10.14,30.42,False,False,False,False,False,False,True
1891,kenneth stevens,34.0,michaelmouth,189,organic apples,vegetable,2024-01-25,4.0,8.47,33.88,False,False,False,False,False,False,True
1892,christine baker,20.0,hodbeschester,131,granola,snack,2024-06-30,2.0,15.94,31.88,False,False,False,False,False,False,True
1893,kimberly campbell,60.0,nicholsbury,102,kale,vegetable,2024-01-23,3.0,7.65,22.950000000000003,False,False,False,False,False,False,True
1894,kenneth ali,24.0,north stephanieton,134,granola,vegetable,2024-05-12,1.0,13.9,13.9,False,False,False,False,False,False,True
1895,adam galloway,40.0,east hannah,197,tofu,organic,2024-09-30,1.0,19.57,19.57,False,False,False,False,False,False,True
1896,kimberly barron,39.0,garciahaven,159,kale,vegetable,2024-02-10,4.0,7.31,29.24,False,False,False,False,False,False,True
1898,donna pruitt,34.0,new vincentfurt,184,fresh milk,snack,2024-02-04,3.0,8.99,26.97,False,False,False,False,False,False,True
1899,angela mayo,54.0,olsontown,170,kale,organic,2024-08-24,1.0,4.3,4.3,False,False,False,False,False,False,True
1901,joshua nguyen,31.0,elizabethberg,178,almond butter,vegetable,2024-05-08,1.0,15.44,15.44,False,False,False,False,False,False,True
1902,thomas williams,54.0,estesstad,133,kale,organic,2024-02-06,4.0,5.96,23.84,False,False,False,False,False,False,True
1903,stephanie dennis,25.0,cummingsmouth,106,kale,organic,2024-02-10,2.0,19.4,38.8,False,False,False,False,False,False,True
1904,brittany powers,78.0,port jenniferton,126,almond butter,snack,2024-03-14,3.0,10.91,32.730000000000004,False,False,False,False,False,False,True
1905,bryan miller,71.0,south christopher,176,kale,snack,2024-09-03,1.0,17.64,17.64,False,False,False,False,False,False,True
1907,melody fisher,18.0,robinmouth,166,organic apples,dairy,2024-08-29,1.0,18.61,18.61,False,False,False,False,False,False,True
1908,christopher thomas,18.0,williamborough,189,granola,organic,2024-01-29,4.0,14.27,57.08,False,False,False,False,False,False,True
1909,matthew hill,43.0,west david,191,kale,snack,2024-06-02,3.0,8.86,26.58,False,False,False,False,False,False,True
1910,david baker,27.0,west donald,181,kale,vegetable,2024-10-16,4.0,9.64,38.56,False,False,False,False,False,False,True
1911,james bass,52.0,west alyssaport,153,almond butter,snack,2024-02-13,2.0,5.08,10.16,False,False,False,False,False,False,True
1912,david king,48.0,jasonfurt,119,tofu,vegetable,2024-05-08,3.0,15.06,45.18,False,False,False,False,False,False,True
1913,james benitez,72.0,north jacob,193,almond butter,dairy,2024-09-23,1.0,11.46,11.46,False,False,False,False,False,False,True
1914,jeremy wilson,19.0,christopherberg,162,tofu,vegetable,2024-05-04,3.0,15.5,46.5,False,False,False,False,False,False,True
1915,kathleen perez,35.0,north connie,120,fresh milk,dairy,2024-06-20,3.0,5.11,15.330000000000002,False,False,False,False,False,False,True
1916,robert hill,69.0,east colleen,199,tofu,dairy,2024-04-16,4.0,2.45,9.8,False,False,False,False,False,False,True
1917,brittany johnson,36.0,jonbury,132,granola,vegetable,2024-02-25,3.0,15.85,47.55,False,False,False,False,False,False,True
1918,michael ryan,37.0,port gregoryburgh,155,granola,vegetable,2024-01-02,1.0,14.42,14.42,False,False,False,False,False,False,True
1919,joshua wright,64.0,lake jenniferfort,195,fresh milk,vegetable,2024-09-20,4.0,13.37,53.48,False,False,False,False,False,False,True
1920,nicholas lane,18.0,owensmouth,176,tofu,snack,2024-09-28,3.0,11.63,34.89,False,False,False,False,False,False,True
1922,melissa moore,76.0,jonesborough,151,almond butter,vegetable,2024-06-26,2.0,3.57,7.14,False,False,False,False,False,False,True
1923,kenneth wilson,48.0,coreytown,136,kale,organic,2024-03-04,3.0,12.04,36.12,False,False,False,False,False,False,True
1924,morgan roberts,72.0,riveraton,157,organic apples,snack,2024-04-06,4.0,19.2,76.8,False,False,False,False,False,False,True
1925,andrew marquez,72.0,new samantha,190,granola,vegetable,2024-05-22,2.0,5.35,10.7,False,False,False,False,False,False,True
1926,marco higgins,50.0,wendyshire,189,granola,organic,2024-11-03,1.0,15.09,15.09,False,False,False,False,False,False,True
1927,jill porter,44.0,barronside,114,kale,vegetable,2024-06-08,2.0,5.41,10.82,False,False,False,False,False,False,True
1928,lucas morrow,75.0,benjaminton,136,granola,organic,2024-11-03,3.0,15.49,46.47,False,False,False,False,False,False,True
1929,donna thornton,69.0,donnatown,185,kale,vegetable,2024-06-22,1.0,6.7,6.7,False,False,False,False,False,False,True
1930,carol reynolds,74.0,phamland,172,organic apples,dairy,2024-09-03,4.0,15.21,60.84,False,False,False,False,False,False,True
1932,mrs. robin pruitt,26.0,south devon,153,tofu,snack,2024-03-03,2.0,2.5,5.0,False,False,False,False,False,False,True
1934,andrew garrison,28.0,amandatown,149,kale,snack,2024-01-15,2.0,10.86,21.72,False,False,False,False,False,False,True
1935,rachel turner,23.0,alexanderton,198,granola,vegetable,2024-11-02,4.0,2.14,8.56,False,False,False,False,False,False,True
1936,james huffman,41.0,port jamiefort,149,organic apples,vegetable,2024-09-14,4.0,12.12,48.48,False,False,False,False,False,False,True
1937,john castro,28.0,williamview,131,fresh milk,organic,2024-05-07,2.0,6.08,12.16,False,False,False,False,False,False,True
1938,heather taylor,67.0,mandyberg,150,organic apples,vegetable,2024-07-28,1.0,13.55,13.55,False,False,False,False,False,False,True
1939,carol rivera,39.0,east benjamin,196,fresh milk,snack,2024-04-15,3.0,11.52,34.56,False,False,False,False,False,False,True
1940,andrew martinez,61.0,millerstad,166,organic apples,organic,2024-10-12,4.0,4.05,16.2,False,False,False,False,False,False,True
1941,victoria scott,39.0,harrisport,150,tofu,vegetable,2024-08-20,2.0,6.65,13.3,False,False,False,False,False,False,True
1942,lauren perkins,68.0,south kimberly,180,almond butter,organic,2024-07-10,3.0,19.58,58.74,False,False,False,False,False,False,True
1943,sarah kelley,19.0,port marissa,113,fresh milk,organic,2024-11-02,3.0,12.62,37.86,False,False,False,False,False,False,True
1944,william graham,33.0,north william,180,fresh milk,snack,2024-04-05,2.0,6.67,13.34,False,False,False,False,False,False,True
1945,robert gonzales,54.0,johnborough,175,kale,dairy,2024-09-16,3.0,16.18,48.54,False,False,False,False,False,False,True
1946,john ryan,70.0,brownchester,144,fresh milk,snack,2024-09-02,1.0,14.12,14.12,False,False,False,False,False,False,True
1948,leslie lam,75.0,christianchester,187,kale,snack,2024-08-22,1.0,8.81,8.81,False,False,False,False,False,False,True
1949,sharon robinson,62.0,north annettemouth,193,kale,dairy,2024-02-21,3.0,15.58,46.74,False,False,False,False,False,False,True
1950,jeff singleton,38.0,andreastad,143,almond butter,organic,2024-09-24,2.0,6.16,12.32,False,False,False,False,False,False,True
1951,anthony young,51.0,markburgh,198,kale,snack,2024-03-29,1.0,14.42,14.42,False,False,False,False,False,False,True
1952,andrew lewis,48.0,longport,116,almond butter,vegetable,2024-02-03,4.0,17.32,69.28,False,False,False,False,False,False,True
1953,annette chavez,57.0,east heatherville,101,tofu,snack,2024-03-31,1.0,130.76,130.76,False,False,True,True,False,False,True
1954,terry munoz,42.0,kathrynmouth,117,organic apples,vegetable,2024-05-26,1.0,19.0,19.0,False,False,False,False,False,False,True
1955,julie harris,61.0,howardview,130,fresh milk,dairy,2024-11-03,3.0,13.66,40.98,False,False,False,False,False,False,True
1956,timothy tate,19.0,andrewshaven,139,tofu,vegetable,2024-05-03,4.0,7.0,28.0,False,False,False,False,False,False,True
1957,amanda fry,18.0,murrayview,110,organic apples,vegetable,2024-06-22,1.0,16.95,16.95,False,False,False,False,False,False,True
1958,alexis braun,24.0,new stephenmouth,176,almond butter,organic,2024-01-08,1.0,18.92,18.92,False,False,False,False,False,False,True
1959,jesse jones,63.0,jeromefort,103,fresh milk,snack,2024-06-02,1.0,4.46,4.46,False,False,False,False,False,False,True
1960,stephanie chapman,79.0,north elizabeth,134,almond butter,organic,2024-04-18,1.0,13.89,13.89,False,False,False,False,False,False,True
1961,victoria cook,26.0,west jonathanton,149,almond butter,dairy,2024-05-07,2.0,3.41,6.82,False,False,False,False,False,False,True
1962,william trevino,40.0,brianfurt,170,kale,vegetable,2024-10-03,4.0,14.28,57.12,False,False,False,False,False,False,True
1963,shannon harrison,19.0,williamschester,135,tofu,organic,2024-06-24,157.0,18.64,2926.48,False,True,False,True,False,False,True
1964,robert martinez,43.0,youngstad,105,almond butter,dairy,2024-10-30,1.0,19.81,19.81,False,False,False,False,False,False,True
1965,eric clay,69.0,michaelside,193,organic apples,dairy,2024-07-15,4.0,17.48,69.92,False,False,False,False,False,False,True
1966,nathan keller,49.0,burtonport,120,almond butter,dairy,2024-04-08,3.0,16.85,50.55,False,False,False,False,False,False,True
1967,jason flores,44.0,lake deanview,123,kale,dairy,2024-02-12,2.0,16.24,32.48,False,False,False,False,False,False,True
1968,brian hull,32.0,alexanderhaven,185,kale,organic,2024-03-23,3.0,9.6,28.8,False,False,False,False,False,False,True
1969,matthew thomas,25.0,ryanview,150,organic apples,organic,2024-06-26,1.0,17.25,17.25,False,False,False,False,False,False,True
1970,calvin jacobs,41.0,east maryland,169,almond butter,organic,2024-03-05,2.0,7.99,15.98,False,False,False,False,False,False,True
1971,jonathan barker,18.0,andrewmouth,190,tofu,dairy,2024-02-19,4.0,17.24,68.96,False,False,False,False,False,False,True
1972,lee robinson,31.0,lynchshire,191,tofu,snack,2024-04-08,3.0,14.12,42.36,False,False,False,False,False,False,True
1973,sara garcia,46.0,east anthony,149,granola,vegetable,2024-04-10,1.0,4.02,4.02,False,False,False,False,False,False,True
1974,paul freeman,39.0,north sherry,122,granola,vegetable,2024-01-06,3.0,17.62,52.86,False,False,False,False,False,False,True
1975,devon guzman,74.0,kingchester,151,tofu,dairy,2024-07-06,1.0,17.67,17.67,False,False,False,False,False,False,True
1976,jordan hill,65.0,jamieside,111,tofu,snack,2024-07-08,2.0,4.69,9.38,False,False,False,False,False,False,True
1977,jessica perez,52.0,port brandy,143,fresh milk,dairy,2024-04-10,3.0,10.53,31.59,False,False,False,False,False,False,True
1978,abigail lee,64.0,stephanieberg,197,fresh milk,organic,2024-08-25,4.0,14.49,57.96,False,False,False,False,False,False,True
1979,stephanie ryan,31.0,nancyland,191,granola,snack,2024-10-21,1.0,17.2,17.2,False,False,False,False,False,False,True
1980,aimee cooke phd,48.0,lake jenniferberg,142,organic apples,snack,2024-10-17,4.0,6.67,26.68,False,False,False,False,False,False,True
1981,tiffany tran,25.0,east maria,142,fresh milk,organic,2024-01-24,4.0,14.03,56.12,False,False,False,False,False,False,True
1982,lydia rodriguez,29.0,danielstown,165,organic apples,dairy,2024-05-17,1.0,18.9,18.9,False,False,False,False,False,False,True
1983,dale dunn,68.0,lake annefort,130,organic apples,dairy,2024-04-25,3.0,3.34,10.02,False,False,False,False,False,False,True
1984,kelly wells,41.0,lake deniseburgh,195,tofu,dairy,2024-06-25,1.0,19.26,19.26,False,False,False,False,False,False,True
1985,joshua bean,75.0,laurieburgh,183,tofu,organic,2024-02-07,1.0,12.99,12.99,False,False,False,False,False,False,True
1986,tyrone rodriguez,54.0,deniseside,174,kale,vegetable,2024-01-29,3.0,11.27,33.81,False,False,False,False,False,False,True
1987,robert butler,48.0,jameshaven,172,tofu,dairy,2024-10-24,1.0,17.78,17.78,False,False,False,False,False,False,True
1988,megan alexander,29.0,underwoodville,116,granola,vegetable,2024-05-20,4.0,1.46,5.84,False,False,False,False,False,False,True
1989,lisa williams,62.0,hoodmouth,131,tofu,vegetable,2024-10-21,2.0,16.75,33.5,False,False,False,False,False,False,True
1990,paul brown,57.0,millertown,127,tofu,organic,2024-05-21,2.0,19.62,39.24,False,False,False,False,False,False,True
1991,gregory campbell,50.0,stewartmouth,181,tofu,dairy,2024-02-17,4.0,17.15,68.6,False,False,False,False,False,False,True
1992,lauren rogers,37.0,brandonville,184,granola,vegetable,2024-02-24,1.0,19.18,19.18,False,False,False,False,False,False,True
